identifier,X,Y,rmse,mae,mean_rel_error,lpips,lacunarity_error
20190708_hrrrt17_ordinary_kriging,1.0,0.98,53.0445442199707,47.8237190246582,0.3221627473831177,0.5258251428604126,0.1421621890631525
20190708_hrrrt17_pk,1.0,0.98,101.3036117553711,91.39527893066406,0.4904213547706604,0.47794798016548157,0.281151608648722
20190708_hrrrt17_npk,20.0,0.98,19.451370239257812,14.289288520812988,0.07974332571029663,0.038941819220781326,0.06091190698090356
20190708_hrrrt17_idw,20.0,0.98,17.63729476928711,13.376258850097656,0.12489316612482071,0.18200711905956268,0.07751712401698521
20190708_hrrrt17_ordinary_kriging,20.0,0.98,16.678226470947266,12.010680198669434,0.10455067455768585,0.1764509081840515,0.06277381383458447
20190708_hrrrt17_pk,20.0,0.98,18.330591201782227,13.404111862182617,0.07123720645904541,0.03617353364825249,0.05338498870758325
20190708_hrrrt17_npk,30.0,0.98,12.19648265838623,9.016387939453125,0.05193352699279785,0.03595405071973801,0.02269230295893388
20190708_hrrrt17_idw,30.0,0.98,17.26143455505371,12.657252311706543,0.12729427218437195,0.16008388996124268,0.08210256997923997
20190708_hrrrt17_ordinary_kriging,30.0,0.98,14.971835136413574,10.395746231079102,0.1028265506029129,0.16010716557502747,0.07210139005090209
20190708_hrrrt17_pk,30.0,0.98,13.675048828125,9.432085037231445,0.050310250371694565,0.03220157325267792,0.031426794475558385
20190708_hrrrt17_npk,5.0,0.98,79.08415985107422,68.89234161376953,0.36715593934059143,0.2061731219291687,0.20470457909488
20190708_hrrrt17_idw,5.0,0.98,22.020050048828125,16.521839141845703,0.17684945464134216,0.33615395426750183,0.11472882911896432
20190708_hrrrt17_ordinary_kriging,5.0,0.98,25.071874618530273,18.892343521118164,0.18878605961799622,0.21977871656417847,0.1092399044992125
20190708_hrrrt17_pk,5.0,0.98,79.49896240234375,64.28157806396484,0.33916303515434265,0.1815515160560608,0.27584258168994247
20190710_hrrrt19_npk,10.0,0.98,61.503719329833984,50.51668167114258,0.27165743708610535,0.21114638447761536,0.283840392952843
20190710_hrrrt19_idw,10.0,0.98,21.604413986206055,15.767290115356445,0.20204737782478333,0.28648805618286133,0.10550758762695216
20190710_hrrrt19_ordinary_kriging,10.0,0.98,30.24323272705078,25.186330795288086,0.2724323570728302,0.2646886110305786,0.13566005666051043
20190710_hrrrt19_pk,10.0,0.98,52.2271728515625,41.94374465942383,0.23057043552398682,0.17888540029525757,0.247408150509296
20190710_hrrrt19_npk,1.0,0.98,103.09677124023438,97.16938018798828,0.5232053995132446,0.4435633420944214,0.2861650387486315
20190710_hrrrt19_idw,1.0,0.98,22.04476547241211,16.062870025634766,0.18757401406764984,0.5707783699035645,0.0676884847584221
20190710_hrrrt19_ordinary_kriging,1.0,0.98,30.207218170166016,25.481016159057617,0.2590101957321167,0.4601480960845947,0.14560691029258346
20190710_hrrrt19_pk,1.0,0.98,80.05604553222656,71.2486343383789,0.3839009404182434,0.333942174911499,0.2892797895633793
20190710_hrrrt19_npk,20.0,0.98,13.839152336120605,10.593225479125977,0.07037630677223206,0.052078478038311005,0.06229640217509776
20190710_hrrrt19_idw,20.0,0.98,21.260578155517578,15.277997970581055,0.22245562076568604,0.1713917851448059,0.10488779836709457
20190710_hrrrt19_ordinary_kriging,20.0,0.98,30.10284996032715,25.202014923095703,0.2949889302253723,0.20438742637634277,0.13281621476449618
20190710_hrrrt19_pk,20.0,0.98,10.498894691467285,7.621586799621582,0.04772753641009331,0.0327950194478035,0.0343473350839049
20190710_hrrrt19_npk,30.0,0.98,11.081068992614746,8.090655326843262,0.05029618367552757,0.03547819331288338,0.04633393332488255
20190710_hrrrt19_idw,30.0,0.98,15.738470077514648,11.334728240966797,0.20758682489395142,0.1552419811487198,0.08616189828495625
20190710_hrrrt19_ordinary_kriging,30.0,0.98,18.08056640625,13.137726783752441,0.22108115255832672,0.17299318313598633,0.09366817024284337
20190710_hrrrt19_pk,30.0,0.98,8.560359001159668,6.425844192504883,0.04583047702908516,0.02192186936736107,0.004648255057040568
20190710_hrrrt19_npk,5.0,0.98,68.76539611816406,58.79059600830078,0.31917157769203186,0.21706026792526245,0.33561054463069023
20190710_hrrrt19_idw,5.0,0.98,22.391115188598633,16.42060661315918,0.1984240859746933,0.3398825526237488,0.10615559506983979
20190710_hrrrt19_ordinary_kriging,5.0,0.98,31.065635681152344,26.373844146728516,0.2719508409500122,0.3311520516872406,0.14296261068344818
20190710_hrrrt19_pk,5.0,0.98,63.1763916015625,49.718421936035156,0.2747976779937744,0.16900576651096344,0.33380875060778975
20190711_hrrrt21_npk,10.0,0.98,74.71556854248047,60.70572280883789,0.31951799988746643,0.24334445595741272,0.3293838695660858
20190711_hrrrt21_idw,10.0,0.98,16.110986709594727,11.91700553894043,0.13818617165088654,0.2603602409362793,0.09880255076769115
20190711_hrrrt21_ordinary_kriging,10.0,0.98,27.940568923950195,23.221590042114258,0.21029923856258392,0.3027910888195038,0.13170435923009186
20190711_hrrrt21_pk,10.0,0.98,58.82020950317383,47.77241516113281,0.2544797360897064,0.18008828163146973,0.24704053086048483
20190711_hrrrt21_npk,1.0,0.98,113.61258697509766,106.83876037597656,0.5610095858573914,0.4753809869289398,0.37368721240496894
20190711_hrrrt21_idw,1.0,0.98,19.67882537841797,14.824211120605469,0.14702968299388885,0.548129141330719,0.06823323334483004
20190711_hrrrt21_ordinary_kriging,1.0,0.98,28.494112014770508,23.96326446533203,0.20892129838466644,0.4241744875907898,0.13931653947926778
20190711_hrrrt21_pk,1.0,0.98,88.87165832519531,79.74513244628906,0.4200308322906494,0.3548685610294342,0.3274398332990886
20190711_hrrrt21_npk,20.0,0.98,13.171378135681152,10.012511253356934,0.05525270476937294,0.02661065198481083,0.046844823957270416
20190711_hrrrt21_idw,20.0,0.98,15.438173294067383,10.966432571411133,0.15051156282424927,0.1450020968914032,0.09695496722564705
20190711_hrrrt21_ordinary_kriging,20.0,0.98,25.972597122192383,21.296003341674805,0.2150326520204544,0.19105248153209686,0.1235276280867796
20190711_hrrrt21_pk,20.0,0.98,16.365436553955078,12.35945987701416,0.07256697118282318,0.029124876484274864,0.06474342683377185
20190711_hrrrt21_npk,30.0,0.98,7.463509559631348,5.819735050201416,0.033998679369688034,0.014917419292032719,0.02246044680474555
20190711_hrrrt21_idw,30.0,0.98,14.846635818481445,10.550209045410156,0.15584486722946167,0.12585683166980743,0.08861415372827404
20190711_hrrrt21_ordinary_kriging,30.0,0.98,20.84646224975586,15.983612060546875,0.1900443434715271,0.1712430715560913,0.10380151684594156
20190711_hrrrt21_pk,30.0,0.98,6.846867084503174,5.333333492279053,0.033589690923690796,0.012569764629006386,0.0183684619616579
20190711_hrrrt21_npk,5.0,0.98,77.76480102539062,67.16341400146484,0.3587239384651184,0.22789542376995087,0.35821981869852504
20190711_hrrrt21_idw,5.0,0.98,17.8426513671875,13.76464557647705,0.14879409968852997,0.2926325500011444,0.10646629189404629
20190711_hrrrt21_ordinary_kriging,5.0,0.98,28.62114715576172,23.978931427001953,0.21475721895694733,0.33027100563049316,0.13665214609691587
20190711_hrrrt21_pk,5.0,0.98,56.90828323364258,46.63862609863281,0.2523585259914398,0.1395702064037323,0.2735183885391186
20190713_hrrrt20_npk,10.0,0.98,78.97908020019531,65.01057434082031,0.31306883692741394,0.2596455216407776,0.28582396317271064
20190713_hrrrt20_idw,10.0,0.98,18.010589599609375,13.033360481262207,0.16587620973587036,0.30215469002723694,0.08308722903631796
20190713_hrrrt20_ordinary_kriging,10.0,0.98,23.39276885986328,17.78736114501953,0.1859198659658432,0.2784665822982788,0.08736819439127434
20190713_hrrrt20_pk,10.0,0.98,61.30580139160156,49.96230697631836,0.2385316640138626,0.2138347178697586,0.20089780182741715
20190713_hrrrt20_npk,1.0,0.98,122.74842834472656,117.73644256591797,0.6006202697753906,0.5662415027618408,0.2944422892092547
20190713_hrrrt20_idw,1.0,0.98,21.88790512084961,14.714003562927246,0.23444277048110962,0.5529558062553406,0.09060754542664502
20190713_hrrrt20_ordinary_kriging,1.0,0.98,25.279590606689453,18.42011833190918,0.25064221024513245,0.504287600517273,0.08686724776145216
20190713_hrrrt20_pk,1.0,0.98,103.83587646484375,93.06047058105469,0.4806462228298187,0.5005537271499634,0.35148288257102306
20190713_hrrrt20_npk,20.0,0.98,11.654011726379395,8.765028953552246,0.049147408455610275,0.016867244616150856,0.015500613689157684
20190713_hrrrt20_idw,20.0,0.98,15.390512466430664,10.202624320983887,0.1690533459186554,0.19883647561073303,0.06812319719122412
20190713_hrrrt20_ordinary_kriging,20.0,0.98,22.444887161254883,16.690876007080078,0.21425603330135345,0.2074441909790039,0.0867692423526286
20190713_hrrrt20_pk,20.0,0.98,13.29493236541748,9.17732048034668,0.04756108298897743,0.020352177321910858,0.02669060912097121
20190713_hrrrt20_npk,30.0,0.98,7.760290622711182,5.7667365074157715,0.037688661366701126,0.012411875650286674,0.03220979061593843
20190713_hrrrt20_idw,30.0,0.98,15.555216789245605,10.563807487487793,0.183399498462677,0.1723366528749466,0.07016272672655641
20190713_hrrrt20_ordinary_kriging,30.0,0.98,23.462432861328125,17.800209045410156,0.230137437582016,0.2404833436012268,0.08513728755449604
20190713_hrrrt20_pk,30.0,0.98,7.33872127532959,5.443465709686279,0.02947232499718666,0.013660278171300888,0.030346188360083355
20190713_hrrrt20_npk,5.0,0.98,85.50437927246094,72.33761596679688,0.36346906423568726,0.25834426283836365,0.31414523134050165
20190713_hrrrt20_idw,5.0,0.98,18.75475311279297,13.97970199584961,0.22573378682136536,0.32546737790107727,0.08824214519650311
20190713_hrrrt20_ordinary_kriging,5.0,0.98,23.31086540222168,17.667266845703125,0.2463083267211914,0.3197624087333679,0.09277401101915272
20190713_hrrrt20_pk,5.0,0.98,68.5285415649414,56.043819427490234,0.2864319682121277,0.21899782121181488,0.2644738762574211
20190715_hrrrt17_npk,10.0,0.98,44.180152893066406,36.36262512207031,0.24848291277885437,0.1961592137813568,0.23121937740395246
20190715_hrrrt17_idw,10.0,0.98,14.432666778564453,10.244915008544922,0.22503352165222168,0.2557063400745392,0.09046478227435244
20190715_hrrrt17_ordinary_kriging,10.0,0.98,20.379947662353516,15.505559921264648,0.26012101769447327,0.2785424590110779,0.1050848506994073
20190715_hrrrt17_pk,10.0,0.98,42.98347473144531,35.499141693115234,0.2437637895345688,0.18346786499023438,0.23438392743257896
20190715_hrrrt17_npk,1.0,0.98,85.58042907714844,78.51799774169922,0.5039281249046326,0.5112716555595398,0.309386069151769
20190715_hrrrt17_idw,1.0,0.98,21.022811889648438,15.720414161682129,0.2546085715293884,0.5489690899848938,0.10835031082840844
20190715_hrrrt17_ordinary_kriging,1.0,0.98,20.61863136291504,15.647682189941406,0.24891597032546997,0.5008201599121094,0.10998087920368314
20190715_hrrrt17_pk,1.0,0.98,75.07715606689453,65.91305541992188,0.43202775716781616,0.5423717498779297,0.3433415546142842
20190715_hrrrt17_npk,20.0,0.98,13.941396713256836,10.633505821228027,0.07661030441522598,0.044941775500774384,0.039736354352369274
20190715_hrrrt17_idw,20.0,0.98,13.382315635681152,9.034482955932617,0.23009923100471497,0.1589047908782959,0.08514419938417928
20190715_hrrrt17_ordinary_kriging,20.0,0.98,20.157867431640625,15.808666229248047,0.27579590678215027,0.16864563524723053,0.10197770083275587
20190715_hrrrt17_pk,20.0,0.98,11.510173797607422,8.649212837219238,0.06408246606588364,0.032265082001686096,0.028221151331693773
20190715_hrrrt17_npk,30.0,0.98,7.572107791900635,5.443514823913574,0.04309637099504471,0.02743278443813324,0.03642352933896946
20190715_hrrrt17_idw,30.0,0.98,12.709403991699219,8.180265426635742,0.23371073603630066,0.14434660971164703,0.07464091738535467
20190715_hrrrt17_ordinary_kriging,30.0,0.98,20.192398071289062,15.711994171142578,0.2799158990383148,0.1677684187889099,0.09600254254592011
20190715_hrrrt17_pk,30.0,0.98,10.392675399780273,7.052496433258057,0.06649806350469589,0.04521196335554123,0.018600652754827307
20190715_hrrrt17_npk,5.0,0.98,45.80349349975586,40.54521942138672,0.27186888456344604,0.19878214597702026,0.2096075382858546
20190715_hrrrt17_idw,5.0,0.98,24.045120239257812,17.75719451904297,0.28091898560523987,0.28112608194351196,0.10782483479472481
20190715_hrrrt17_ordinary_kriging,5.0,0.98,25.06499671936035,18.934995651245117,0.2880108654499054,0.3385884463787079,0.10931560563556456
20190715_hrrrt17_pk,5.0,0.98,37.84932327270508,31.821475982666016,0.21639510989189148,0.16677582263946533,0.22265423412733473
20190717_hrrrt19_npk,10.0,0.98,52.33818435668945,43.0867919921875,0.21466079354286194,0.23580774664878845,0.15899470515710704
20190717_hrrrt19_idw,10.0,0.98,22.545568466186523,17.1320858001709,0.1528114676475525,0.3819104731082916,0.10273349583133477
20190717_hrrrt19_ordinary_kriging,10.0,0.98,26.51358985900879,20.90642738342285,0.16906273365020752,0.23424123227596283,0.10531476309186746
20190717_hrrrt19_pk,10.0,0.98,53.51359176635742,43.43603515625,0.2179325670003891,0.20124824345111847,0.19527356578991953
20190717_hrrrt19_npk,1.0,0.98,128.64048767089844,120.43417358398438,0.5969315767288208,0.4929145276546478,0.338655911735962
20190717_hrrrt19_idw,1.0,0.98,28.721054077148438,23.233728408813477,0.17721709609031677,0.5640358924865723,0.11310012603224462
20190717_hrrrt19_ordinary_kriging,1.0,0.98,28.74251937866211,23.03673553466797,0.17700472474098206,0.47009819746017456,0.11289037138448035
20190717_hrrrt19_pk,1.0,0.98,95.83309936523438,82.4609375,0.4078424870967865,0.4797794222831726,0.31422357748855295
20190717_hrrrt19_npk,20.0,0.98,11.07507610321045,8.737259864807129,0.04880782961845398,0.034320853650569916,0.019101341838763997
20190717_hrrrt19_idw,20.0,0.98,22.125995635986328,16.248092651367188,0.16215470433235168,0.20761243999004364,0.09271090682599054
20190717_hrrrt19_ordinary_kriging,20.0,0.98,25.778627395629883,19.88098907470703,0.1787094920873642,0.174071803689003,0.10323980828856912
20190717_hrrrt19_pk,20.0,0.98,11.539830207824707,8.95502758026123,0.04997706413269043,0.02139381319284439,0.030828829155313524
20190717_hrrrt19_npk,30.0,0.98,8.319060325622559,6.078452110290527,0.029502183198928833,0.019214008003473282,0.03197271612457596
20190717_hrrrt19_idw,30.0,0.98,18.787254333496094,13.836819648742676,0.08423767983913422,0.15553469955921173,0.08072298911265217
20190717_hrrrt19_ordinary_kriging,30.0,0.98,24.776771545410156,19.43584442138672,0.11056536436080933,0.1598721593618393,0.09165689275753759
20190717_hrrrt19_pk,30.0,0.98,7.595427989959717,5.595080852508545,0.02768591232597828,0.014678861945867538,0.025950977586364082
20190717_hrrrt19_npk,5.0,0.98,86.86941528320312,75.45040893554688,0.3803018033504486,0.3068068325519562,0.344956141695575
20190717_hrrrt19_idw,5.0,0.98,24.81441307067871,18.45195198059082,0.16829641163349152,0.42191919684410095,0.10653951932632053
20190717_hrrrt19_ordinary_kriging,5.0,0.98,26.686153411865234,20.612281799316406,0.1782655566930771,0.3049125671386719,0.11194003113076899
20190717_hrrrt19_pk,5.0,0.98,66.73393249511719,54.25453186035156,0.27417823672294617,0.2479827105998993,0.27487416010614024
20190719_hrrrt21_npk,10.0,0.98,69.37271881103516,55.70219802856445,0.27224451303482056,0.239618718624115,0.24877555816537358
20190719_hrrrt21_idw,10.0,0.98,19.47486686706543,14.909140586853027,0.13320152461528778,0.3568527102470398,0.08627011075964489
20190719_hrrrt21_ordinary_kriging,10.0,0.98,24.555274963378906,19.433958053588867,0.15297986567020416,0.18465524911880493,0.09053789080142222
20190719_hrrrt21_pk,10.0,0.98,42.851524353027344,34.72272872924805,0.17223922908306122,0.12990722060203552,0.15686857266401608
20190719_hrrrt21_npk,1.0,0.98,127.10466003417969,116.9852066040039,0.5702199935913086,0.5159690380096436,0.39636379773163316
20190719_hrrrt21_idw,1.0,0.98,24.4105167388916,19.133628845214844,0.15251344442367554,0.5819423198699951,0.10124576196741598
20190719_hrrrt21_ordinary_kriging,1.0,0.98,24.810365676879883,19.60700225830078,0.15623944997787476,0.4822384715080261,0.1018550680285689
20190719_hrrrt21_pk,1.0,0.98,106.76390838623047,95.1321029663086,0.46848899126052856,0.5065662860870361,0.38976817109956186
20190719_hrrrt21_npk,20.0,0.98,9.637716293334961,7.158376693725586,0.040613096207380295,0.013929886743426323,0.05026018629845645
20190719_hrrrt21_idw,20.0,0.98,19.760072708129883,14.61367130279541,0.1462317258119583,0.18257468938827515,0.07785931175951981
20190719_hrrrt21_ordinary_kriging,20.0,0.98,23.487619400024414,18.412878036499023,0.1626368761062622,0.1499239057302475,0.09055333275979763
20190719_hrrrt21_pk,20.0,0.98,9.855639457702637,6.6145195960998535,0.037206925451755524,0.011545458808541298,0.05951032502838392
20190719_hrrrt21_npk,30.0,0.98,4.955907344818115,3.7451186180114746,0.018847646191716194,0.004603577312082052,0.012155241731006709
20190719_hrrrt21_idw,30.0,0.98,16.5567569732666,11.923291206359863,0.06716571748256683,0.1624753326177597,0.06738213407084852
20190719_hrrrt21_ordinary_kriging,30.0,0.98,21.308298110961914,16.398534774780273,0.08776926249265671,0.15747517347335815,0.07690414833933333
20190719_hrrrt21_pk,30.0,0.98,5.250725269317627,3.9350221157073975,0.019725603982806206,0.0048258937895298,0.014588625806965164
20190719_hrrrt21_npk,5.0,0.98,71.61066436767578,62.369476318359375,0.31380823254585266,0.2700432240962982,0.23186844043421662
20190719_hrrrt21_idw,5.0,0.98,22.489486694335938,16.996915817260742,0.15162032842636108,0.40005868673324585,0.09209908210087109
20190719_hrrrt21_ordinary_kriging,5.0,0.98,25.21932601928711,19.66135597229004,0.16510134935379028,0.2877544164657593,0.10009204031862658
20190719_hrrrt21_pk,5.0,0.98,44.859886169433594,36.35515213012695,0.18409013748168945,0.12821440398693085,0.18434082185957856
20190720_hrrrt21_npk,10.0,0.98,77.99093627929688,64.77352905273438,0.30870142579078674,0.28339308500289917,0.28119948834644254
20190720_hrrrt21_idw,10.0,0.98,18.462770462036133,14.327095031738281,0.12645010650157928,0.3476545810699463,0.0778315304320292
20190720_hrrrt21_ordinary_kriging,10.0,0.98,23.488283157348633,18.955791473388672,0.14703096449375153,0.18473686277866364,0.08487423502899635
20190720_hrrrt21_pk,10.0,0.98,56.92704772949219,47.038265228271484,0.22527271509170532,0.20149749517440796,0.19603046922242198
